id,timestamp,ip_address,method,path,backend_url,user_agent,authorization,token_hash,cookie,content_length,response_time_ms,response_status,decision,reason,predicted_class,label,supervised_score,anomaly_flag,iso_score,mitm_class,mitm_score,rule_decision,rule_label,rule_risk_score,fusion_confidence,fusion_risk_score,rf_model_version,iso_model_version,session_behavior_version,rf_threshold,iso_threshold,feature_file,session_id,request_fingerprint,replay_flag,replay_count,ip_changed,user_agent_changed,sequence_anomaly,hijack_score,query_params,headers,payload,extracted_features,rule_reasons,mitm_reasons
a38efa67-3a3b-44ac-bc61-851817fcc7d7,2026-04-28T14:29:54.027496+00:00,127.0.0.1,GET,/favicon.ico,http://127.0.0.1:8001/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,,,0,4093.2,502,error,backend forwarding failed: All connection attempts failed,normal,normal,0.0,0,0.5357213049673829,normal,0.0,allow,normal,0,0.0,0.0,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::3430a51d4b8404e65f8816660ddcbbbe6d64374ca13ad346ad1dbb8036015076,7ed63c2f3c62037c7d8edaaaf9d90c3da9e9d2afd4475b715039780f99675e28,0,0,0,0,0,0.0,{},"{""host"": ""127.0.0.1:8000"", ""connection"": ""keep-alive"", ""sec-ch-ua-platform"": ""\""Windows\"""", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-ch-ua"": ""\""Google Chrome\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""accept"": ""image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8"", ""sec-fetch-site"": ""same-origin"", ""sec-fetch-mode"": ""no-cors"", ""sec-fetch-dest"": ""image"", ""referer"": ""http://127.0.0.1:8000/"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""accept-language"": ""en-US,en;q=0.9""}",,"{""url_length"": 11, ""query_length"": 0, ""payload_length"": 0, ""full_request_length"": 15, ""user_agent_length"": 111, ""path_depth"": 1, ""param_count"": 0, ""header_count"": 13, ""equals_count"": 0, ""ampersand_count"": 0, ""slash_count"": 0, ""dot_count"": 1, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 0.0, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
a49197ad-e6c7-42fe-bae5-53e172e6609c,2026-04-28T14:36:31.459489+00:00,127.0.0.1,GET,/files,http://127.0.0.1:8001/files,python-requests/2.32.3,,,,0,2872.26,502,error,backend forwarding failed: All connection attempts failed,normal,normal,0.0,0,0.5357213049673829,normal,0.0,allow,normal,0,0.0,0.0,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,471a39b6e19b2952c40ab051e12413aa34cda775ef93583d19bdb5f1e480f981,0,0,0,0,0,0.0,{},"{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 5, ""query_length"": 0, ""payload_length"": 0, ""full_request_length"": 9, ""user_agent_length"": 22, ""path_depth"": 1, ""param_count"": 0, ""header_count"": 5, ""equals_count"": 0, ""ampersand_count"": 0, ""slash_count"": 0, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 0.0, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
d4b15503-7099-43ff-9c45-e56ab930c7f9,2026-04-28T14:36:34.356512+00:00,127.0.0.1,GET,/hello,http://127.0.0.1:8001/hello,python-requests/2.32.3,,,,0,3131.45,502,error,backend forwarding failed: All connection attempts failed,normal,normal,0.0,0,0.5357213049673829,normal,0.0,allow,normal,0,0.0,0.0,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,9fae02def497d9faf11fffddb8fd9f91137a22e35ba19c9e3b8103e2c1e75455,0,0,0,0,0,0.0,{},"{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 5, ""query_length"": 0, ""payload_length"": 0, ""full_request_length"": 9, ""user_agent_length"": 22, ""path_depth"": 1, ""param_count"": 0, ""header_count"": 5, ""equals_count"": 0, ""ampersand_count"": 0, ""slash_count"": 0, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 0.0, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
d074cc86-41b3-4711-af12-038d77693009,2026-04-28T14:36:37.520545+00:00,127.0.0.1,GET,/api/products,http://127.0.0.1:8001/api/products,python-requests/2.32.3,,,,0,2831.77,502,error,backend forwarding failed: All connection attempts failed,normal,normal,0.0,0,0.5641943178495179,normal,0.0,allow,normal,0,0.0,0.0,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,f8d447d66728fc817c4df855052c38b1558a6311556d4f6f21c2c9a4328de323,0,0,0,0,0,0.0,"{""page"": ""1"", ""limit"": ""10""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 12, ""query_length"": 15, ""payload_length"": 0, ""full_request_length"": 32, ""user_agent_length"": 22, ""path_depth"": 2, ""param_count"": 2, ""header_count"": 5, ""equals_count"": 2, ""ampersand_count"": 1, ""slash_count"": 1, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 3, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.09375, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 3.506890595608519, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
02f684a9-b5dd-465e-b1b9-49e967c655fc,2026-04-28T14:36:40.366505+00:00,127.0.0.1,GET,/api/products,http://127.0.0.1:8001/api/products,python-requests/2.32.3,,,,0,2826.2,502,error,backend forwarding failed: All connection attempts failed,normal,normal,0.0,0,0.5909935493990823,normal,0.0,allow,normal,0,0.0,0.0,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,808341a87b8ee3e697d3fd2f3885176e5f2adacad2b131a19d628079b2ec505a,0,0,0,0,0,0.0,"{""page"": ""1"", ""limit"": ""10"", ""debug"": ""true"", ""random"": ""abc123""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 12, ""query_length"": 40, ""payload_length"": 0, ""full_request_length"": 57, ""user_agent_length"": 22, ""path_depth"": 2, ""param_count"": 4, ""header_count"": 5, ""equals_count"": 4, ""ampersand_count"": 3, ""slash_count"": 1, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 6, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.10526315789473684, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 4.246439344671016, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
6dec337a-8635-49e3-8559-0b8109108395,2026-04-28T14:40:27.714939+00:00,127.0.0.1,POST,/comment,http://127.0.0.1:8001/comment,python-requests/2.32.3,,,,29,2958.03,502,error,backend forwarding failed: All connection attempts failed,malicious,malicious,1.0,0,0.6202413195538226,normal,0.0,block,malicious,90,0.8335062473345655,0.8335062473345655,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,dc85042e37d9f57fd6d4fe6495f052f16bea602563d9470abffaaf31237b0aa3,0,0,0,0,0,0.0,{},"{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""content-length"": ""29""}",<script>alert('xss')</script>,"{""url_length"": 7, ""query_length"": 0, ""payload_length"": 29, ""full_request_length"": 43, ""user_agent_length"": 22, ""path_depth"": 1, ""param_count"": 0, ""header_count"": 6, ""equals_count"": 0, ""ampersand_count"": 0, ""slash_count"": 1, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 8, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.18604651162790697, ""percent_ratio"": 0.0, ""payload_entropy"": 3.840402546702505, ""query_entropy"": 0.0, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 2, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 0, ""method_POST"": 1, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}","[""XSS pattern matched""]",[]
8016d0ac-881b-4a6c-8673-90153d8c9e6b,2026-04-28T14:40:30.757068+00:00,127.0.0.1,GET,/files,http://127.0.0.1:8001/files,python-requests/2.32.3,,,,0,2910.65,502,error,backend forwarding failed: All connection attempts failed,malicious,malicious,0.9539473684210527,0,0.550995696311441,normal,0.0,block,malicious,90,0.7898531954176022,0.7898531954176022,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,73582fc07ff063c569c2a6dbbc7350f17586d31d893ec29363de5018b6694549,0,0,0,0,0,0.0,"{""id"": ""1 UNION SELECT password""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 5, ""query_length"": 26, ""payload_length"": 0, ""full_request_length"": 36, ""user_agent_length"": 22, ""path_depth"": 1, ""param_count"": 1, ""header_count"": 5, ""equals_count"": 1, ""ampersand_count"": 0, ""slash_count"": 0, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 1, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.027777777777777776, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 3.95006375643621, ""sql_pattern_hits"": 1, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}","[""SQLi pattern matched""]",[]
70d5feed-4ef0-4104-9edb-a2d4348f05ed,2026-04-28T14:40:33.738782+00:00,127.0.0.1,GET,/files,http://127.0.0.1:8001/files,python-requests/2.32.3,,,,0,2840.8,502,error,backend forwarding failed: All connection attempts failed,malicious,malicious,0.9947780678851175,0,0.558183598591375,normal,0.0,block,malicious,90,0.8160146917887435,0.8160146917887435,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,39f5df0d28a0352cea8b5effe0ef669fe7eb017c072e29b9d33d329babd5e370,0,0,0,0,0,0.0,"{""name"": ""../etc/passwd""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 5, ""query_length"": 18, ""payload_length"": 0, ""full_request_length"": 28, ""user_agent_length"": 22, ""path_depth"": 1, ""param_count"": 1, ""header_count"": 5, ""equals_count"": 1, ""ampersand_count"": 0, ""slash_count"": 2, ""dot_count"": 2, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 3.614369445886757, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 2, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}","[""Path traversal pattern matched""]",[]
939d124a-b7b7-4992-96c7-9c6bff75f8ac,2026-04-28T14:40:36.665765+00:00,127.0.0.1,GET,/api/products,http://127.0.0.1:8001/api/products,python-requests/2.32.3,,,,0,2855.31,502,error,backend forwarding failed: All connection attempts failed,malicious,malicious,1.0,0,0.6080363768047659,normal,0.0,block,malicious,90,0.8306823697926592,0.8306823697926592,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,18d5aab4d9bcc089535f75c3001a40dde65fd0ced23e49a393b66d5df9baf9c9,0,0,0,0,0,0.0,"{""q"": ""%27%20OR%201%3D1%20--""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 12, ""query_length"": 13, ""payload_length"": 0, ""full_request_length"": 30, ""user_agent_length"": 22, ""path_depth"": 2, ""param_count"": 1, ""header_count"": 5, ""equals_count"": 2, ""ampersand_count"": 0, ""slash_count"": 1, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 2, ""uppercase_count"": 0, ""special_char_count"": 1, ""digit_ratio"": 0.06666666666666667, ""special_char_ratio"": 0.03333333333333333, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 2.873140679513133, ""sql_pattern_hits"": 3, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}","[""SQLi pattern matched""]",[]
52a971e9-c98b-4017-aee1-b813b1f7c38a,2026-04-28T14:40:39.534769+00:00,127.0.0.1,GET,/api/products,http://127.0.0.1:8001/api/products,python-requests/2.32.3,,,,0,2796.23,502,error,backend forwarding failed: All connection attempts failed,suspicious,suspicious,0.55,0,0.5540776276191933,normal,0.0,allow,normal,0,0.55,0.55,rf_v1,iso_v1,session_v3,0.5172413793103449,0.6483076487441396,feature_columns.pkl,anon::2b80c2a913f2fe36633769146e8deb99be594cdf610c72d28b52dd0ef0641bc8,e5ec327caaa8d9beb567b2c746133f58007e57a9330e317e9fd5b1318af5abf6,0,0,0,0,0,0.0,"{""search"": ""select phone""}","{""host"": ""127.0.0.1:8000"", ""user-agent"": ""python-requests/2.32.3"", ""accept-encoding"": ""gzip, deflate"", ""accept"": ""*/*"", ""connection"": ""keep-alive""}",,"{""url_length"": 12, ""query_length"": 19, ""payload_length"": 0, ""full_request_length"": 36, ""user_agent_length"": 22, ""path_depth"": 2, ""param_count"": 1, ""header_count"": 5, ""equals_count"": 1, ""ampersand_count"": 0, ""slash_count"": 1, ""dot_count"": 0, ""percent_count"": 0, ""digit_count"": 0, ""uppercase_count"": 0, ""special_char_count"": 0, ""digit_ratio"": 0.0, ""special_char_ratio"": 0.0, ""percent_ratio"": 0.0, ""payload_entropy"": 0.0, ""query_entropy"": 3.5110854081804272, ""sql_pattern_hits"": 0, ""xss_pattern_hits"": 0, ""cmd_pattern_hits"": 0, ""traversal_pattern_hits"": 0, ""bad_ua_pattern_hits"": 0, ""has_cookie"": 0, ""has_authorization"": 0, ""method_GET"": 1, ""method_POST"": 0, ""method_PUT"": 0, ""method_DELETE"": 0, ""method_PATCH"": 0}",[],[]
